country_name,country_code,indicator_name,indicator_code,year,debt_value
Zambia,ZAM,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,153758709.62902203
Philippines,PHI,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,2684230757.7980337
Sudan,SUD,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,1145075757.6258392
Tunisia,TUN,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,165444988.9570613
Nepal,NEP,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,157075627.70006102
Kazakhstan,KAZ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,18491538.514712837
Algeria,ALG,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,102779740.30839714
Tonga,TON,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,83205382.41443022
Mozambique,MOZ,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,579234119.2257167
Niger,NIG,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,50463440.7429042
Lebanon,LEB,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,1617963388.14439
Ecuador,ECU,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,737324888.1088458
Malawi,MAL,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,3820804921.6144943
North Macedonia,NOR,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,127803564.14930543
Sao Tome and Principe,SAO,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,46671044.024300046
Myanmar,MYA,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,933159387.4984657
Liberia,LIB,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,28947415.98504624
"Congo, Rep.",CON,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,110345846.91284302
Papua New Guinea,PAP,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,917487679.8567872
Bulgaria,BUL,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,171766475.1727975
Georgia,GEO,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,1264727080.8293128
Cambodia,CAM,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,212271353.1064137
Mexico,MEX,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,607982149.4486493
Botswana,BOT,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,1000742341.4362724
Djibouti,DJI,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,1169335227.4261134
Costa Rica,COS,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,153157820.89926308
Paraguay,PAR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,18036212.831457857
Bolivia,BOL,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,295774505.01909614
Sri Lanka,SRI,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,228990715.12842453
Gabon,GAB,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,8513211147.260948
Honduras,HON,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,65109476.2061171
"Venezuela, RB",VEN,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,1373676328.509309
Rwanda,RWA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,129770520.73566148
Angola,ANG,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,425786985.12319833
El Salvador,EL ,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,491397008.7754398
St. Vincent and the Grenadines,ST.,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,61976055.339662746
Maldives,MAL,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,339224045.0879095
Zambia,ZAM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,1611343320.547029
St. Vincent and the Grenadines,ST.,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,374785271.5427269
Cambodia,CAM,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,230169022.11401045
"Congo, Rep.",CON,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,54924775.12512007
Guinea,GUI,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,57374905.18559323
Mexico,MEX,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,706192014.7338387
Syrian Arab Republic,SYR,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,161579539.2906174
Gabon,GAB,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,17191311575.726795
Myanmar,MYA,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,2349513111.803476
Lesotho,LES,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,172835791.29679137
Turkmenistan,TUR,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,1615182612.7078907
Kyrgyz Republic,KYR,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,53362200.08648857
Bangladesh,BAN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,65747007.615447305
Solomon Islands,SOL,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,88598210.58214426
Fiji,FIJ,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,152447952.2040904
Myanmar,MYA,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,2152995649.7494392
"Gambia, The",GAM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,328568677.1650497
Costa Rica,COS,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,28436249.700741448
Morocco,MOR,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,86067057.52792215
Costa Rica,COS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,260778864.0548477
Argentina,ARG,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,827756540.3660138
St. Lucia,ST.,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,231866495.1339461
India,IND,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,681440321.4075757
Madagascar,MAD,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,205713102.41853324
Cameroon,CAM,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,1877991322.1896527
Turkmenistan,TUR,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,1745680370.839509
Tonga,TON,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,347144835.82087016
Argentina,ARG,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,90408862.96111172
Togo,TOG,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,335173369.078625
Eswatini,ESW,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,4770902822.017914
Ghana,GHA,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,145790828.19194895
Burundi,BUR,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,83859308.06350961
Afghanistan,AFG,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,912980690.4812096
Paraguay,PAR,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,14027178.627027037
India,IND,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,87333362.46577877
Sri Lanka,SRI,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,406960261.7835541
Benin,BEN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,1351007.925288263
"Venezuela, RB",VEN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,5233301718.693836
Colombia,COL,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,3217533241.0559115
"Congo, Dem. Rep.",CON,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,479367729.6703414
Jordan,JOR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,1691820.3299953656
Sierra Leone,SIE,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,535297560.9872924
Lao PDR,LAO,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,981065462.3602624
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,1764825849.640991
Peru,PER,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,1901852369.9515047
"Iran, Islamic Rep.",IRA,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,126485584.48021322
St. Lucia,ST.,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,703393902.8095139
Serbia,SER,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,325890260.37184703
Jordan,JOR,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,19873371.792262107
Tunisia,TUN,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,304711415.7244159
Ukraine,UKR,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,67605318.28254619
Kyrgyz Republic,KYR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,19277929.66106383
Mauritania,MAU,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,640357698.7968913
Mauritius,MAU,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,541946696.692884
Thailand,THA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,556517401.2632446
Burundi,BUR,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,77310770.50069787
Mongolia,MON,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,1569509228.5919926
Colombia,COL,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,2628493459.978888
Guinea-Bissau,GUI,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,346854585.24748456
Madagascar,MAD,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,114372489.62369892
"Iran, Islamic Rep.",IRA,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,40929364.21391126
Guinea,GUI,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,9056772.5684821
Mali,MAL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,72816966.64562637
Cambodia,CAM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,18446840.43584336
Lao PDR,LAO,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,1275991575.1125133
Benin,BEN,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,7745770.400523804
Guyana,GUY,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,708175992.0228589
Serbia,SER,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,2709590409.769824
Guyana,GUY,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,1417542272.022023
Argentina,ARG,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,528788498.05504775
Samoa,SAM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,1484555.3904526064
South Africa,SOU,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,454498700.8776477
Comoros,COM,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,121805293.52652508
Ghana,GHA,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,342892456.3874088
St. Vincent and the Grenadines,ST.,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,175877412.36328638
Vietnam,VIE,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,109772740.14524816
Algeria,ALG,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,92005344.77891123
Somalia,SOM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,19524756.35152448
El Salvador,EL ,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,172872407.14283806
Syrian Arab Republic,SYR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,564969610.6328038
Bosnia and Herzegovina,BOS,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,58057348.394274615
Bangladesh,BAN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,23220159.376806512
North Macedonia,NOR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,268573583.1710736
Liberia,LIB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,161439925.93388176
Benin,BEN,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,6783104.673585552
Turkmenistan,TUR,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,1539216126.260603
Dominican Republic,DOM,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,1010255943.1683848
Serbia,SER,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,927375827.6855572
St. Lucia,ST.,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,86470475.11833042
Afghanistan,AFG,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,722323197.6306517
China,CHI,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,875878109.6411247
Paraguay,PAR,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,83174846.7331915
Bulgaria,BUL,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,8528997.259856496
St. Vincent and the Grenadines,ST.,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,27043979.76543088
China,CHI,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,541381532.4236571
"Yemen, Rep.",YEM,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,486149086.4108993
Senegal,SEN,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,25274099.14506166
Eswatini,ESW,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,1304509811.943394
Albania,ALB,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,260575061.9979726
Turkmenistan,TUR,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,296112729.52714044
Gabon,GAB,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,12315952165.396152
Uzbekistan,UZB,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,245405253.36018017
Bolivia,BOL,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,1653846984.8017304
Kazakhstan,KAZ,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,123593329.608121
Sierra Leone,SIE,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,1103875015.657891
Jordan,JOR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,4538377.754927092
Dominica,DOM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,324876072.1480823
Mexico,MEX,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,86419861.75389297
Ethiopia,ETH,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,77419159.16994908
Pakistan,PAK,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,808842528.2779329
Mozambique,MOZ,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,524150999.1227278
Cabo Verde,CAB,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,1228814001.7417178
El Salvador,EL ,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,204300906.7618353
Belize,BEL,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,65874702.80965009
Mozambique,MOZ,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,209861659.9079013
Cambodia,CAM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,96592992.65548316
Argentina,ARG,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,542415012.4493436
Rwanda,RWA,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,76279481.71284524
Algeria,ALG,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,755182412.4644802
Comoros,COM,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,394951990.1569802
Haiti,HAI,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,45208114.33798159
Belize,BEL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,68852460.0210796
"Iran, Islamic Rep.",IRA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,154225529.78048512
Malawi,MAL,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,1064667571.666442
Mozambique,MOZ,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,1127388568.184008
Samoa,SAM,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,11557117.631076714
Mozambique,MOZ,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,1351124897.6413505
Guyana,GUY,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,1426402494.066089
"Congo, Rep.",CON,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,285853957.8167689
Ukraine,UKR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,9506672.805390082
Benin,BEN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,1125681.46038094
Thailand,THA,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,1068884059.7002716
Uganda,UGA,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,189603842.64529696
Lao PDR,LAO,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,1154713156.8586743
Benin,BEN,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,8233132.070620241
Montenegro,MON,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,628791565.6324201
North Macedonia,NOR,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,63892449.67203278
Syrian Arab Republic,SYR,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,1104961631.3356571
Cote d'Ivoire,COT,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,854433072.3112843
Cabo Verde,CAB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,720811935.7152884
Rwanda,RWA,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,37223897.78157012
Zambia,ZAM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,174836982.2318288
Solomon Islands,SOL,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,244577287.87466812
Central African Republic,CEN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,1520570088.3019793
Tonga,TON,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,173936751.56943408
Madagascar,MAD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,34871814.61058174
Ecuador,ECU,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,889736569.8935581
"Venezuela, RB",VEN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,1626851713.0123022
Botswana,BOT,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,255796178.53682533
Lao PDR,LAO,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,161943321.75000763
Guatemala,GUA,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,412170841.45031697
"Iran, Islamic Rep.",IRA,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,129119586.42277856
Mali,MAL,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,102634529.30253716
Sierra Leone,SIE,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,1076753699.05302
Burundi,BUR,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,100173034.20801388
China,CHI,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,673752311.6185265
Zimbabwe,ZIM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,44145462.3256516
Belarus,BEL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,27629671.224188924
Burkina Faso,BUR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,29199997.608411845
China,CHI,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,1124723760.6047783
Eritrea,ERI,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,407089557.3153552
Lebanon,LEB,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,1627133374.5743375
Solomon Islands,SOL,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,235066715.71423763
Cameroon,CAM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,3077064714.600334
Dominica,DOM,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,1452029799.538688
Jamaica,JAM,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,1000424771.3380249
Mauritania,MAU,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,725111870.2779572
Lesotho,LES,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,171490190.58589146
Benin,BEN,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,3820318.1715273
Kyrgyz Republic,KYR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,56457852.895680666
"Egypt, Arab Rep.",EGY,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,4482113.16769368
Kenya,KEN,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,142307113.40044197
Senegal,SEN,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,12138691.794863088
Thailand,THA,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,556872542.2317864
