Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
South Africa,SOU,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,53766972.81215549,68694559.07180479,55711175.56236685,59328588.00230158,57483677.8580231,77842058.56594448,76156413.616317,79497361.46748264,70099598.87340954,86763920.48464882,93625090.16307254,82487629.02954574
Afghanistan,AFG,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,640102040.2063283,644578263.231602,,642770582.97645,856044928.0346706,686679820.802664,,824363703.0277355,1025293490.9430808,797435416.9201849,983175271.8242431,1049969685.319889
Honduras,HON,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,122331346.30784558,121976403.72116485,141284130.10005963,157141208.30012885,133862181.17397186,156327682.81362972,172241673.5906442,140943580.35111636,192704496.66427666,184837494.33523354,216408625.28739676,177373816.38213232
Benin,BEN,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,10975749.714927036,10532235.495578613,9656382.689153075,13176484.70814738,13757744.791305702,,11587626.551246306,13175164.97034755,16638242.155587407,16002939.282551868,12106467.811686851,12744750.993471649
Brazil,BRA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,5216120.249482877,5043964.017375574,5523788.87092054,5084879.159944629,5686236.612866145,5063228.5869497685,6336241.389607937,5904161.752711922,6160526.244159366,6920698.226987369,7934798.985786111,5763546.982140112
Myanmar,MYA,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,773948691.9671988,912564573.8244356,938515690.0164044,,1239905307.3256178,926514077.001584,1118416758.9545445,1038533786.9195445,1421698780.4807725,1508329015.4872208,,1144311970.2660499
Samoa,SAM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,4877001.805407,4168801.0000911416,4657072.363152429,5211006.752604223,5357613.576836643,6052780.827954579,4485820.552199293,5684439.570744772,6148995.939879697,6837428.762153606,7034071.323998975,7531275.601680877
India,IND,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,385753448.11371726,440170968.5171728,501409071.88431144,539706399.5434576,606922092.0045767,601929094.7138582,614816094.9628043,590255239.4582248,627859007.9910587,,772874059.9897484,626620613.1125501
Brazil,BRA,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,22294506.104025263,27908447.85511271,32492888.738461662,32403546.048579574,34670309.23416595,28119758.4971592,41474688.65089258,41420923.66178223,42449565.22492612,44246074.929716624,47550908.170135275,
Guinea-Bissau,GUI,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,77821937.84066229,83436601.18924305,110533548.0167727,89808760.87004387,87714186.19267704,118435509.34101081,139410831.78006098,113406665.00543521,106883612.72535133,134304101.54662415,157095051.29300353,155501029.65764782
Belarus,BEL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,67071518.888078935,85138045.56906828,88884877.70774935,90912044.26860239,94327353.48924711,81164841.80453584,76215982.00532211,91396890.34407565,85731424.7676776,110094684.81122607,99148281.38894537,129943691.35302015
Burundi,BUR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,11381225.734807292,12945002.31715943,12777435.244330984,15750807.217209337,16325578.210279278,15780282.550258053,14913671.74038063,14716508.283238024,14250174.104323382,16504399.64230187,17496022.003391463,20046970.667173967
Vanuatu,VAN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,10374933.192226572,13141674.061245218,12005784.58219355,11691480.234685428,11711571.403094033,12143680.699883379,11821078.128011772,16470164.484527232,12650905.222740363,14393979.521738024,13288331.967549816,18669619.505594075
Nepal,NEP,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,67536040.36732857,82025700.62420478,87043499.28631243,91287462.57589592,94502589.95683222,87802809.26328743,91392999.96957208,89358482.90528372,88641132.09669727,114611129.60228764,92170141.92557853,133672903.7359153
Morocco,MOR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,80119686.05970173,83055567.77071163,103778226.60592364,85694925.55496214,87879749.2366439,119633559.70308052,118917932.7695314,123991942.3721491,100072594.3020548,101196247.06484093,98958086.06850621,
Djibouti,DJI,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,573837709.6698511,484767429.58646023,482438556.75759095,564007130.3348895,530186204.6457788,500064798.3789597,498873143.4663031,634063446.4949039,761505755.1251707,715152910.3872575,862590101.044308,679634578.4982756
Belarus,BEL,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,12401094.638670318,13916065.728211578,11014960.954759236,15454888.625979563,16469112.492174832,14597981.976066958,15909485.183048787,17526501.773949377,14297209.6602564,17039222.25416693,16894942.284045797,15621880.372922063
Turkmenistan,TUR,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,1828225489.5455613,1961649249.3567586,,2279312717.4800315,2047714059.2171137,2826691296.512134,2980058545.950308,2857718695.353317,2405720463.6105924,3445962234.5325103,3657979349.3746457,2807067663.8724327
Cote d'Ivoire,COT,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,819824534.5405166,946149839.1335448,1067352542.7494144,987992695.9475124,1408867044.341568,1377592627.9213035,1174537126.654571,1393136823.2144024,,1698750387.0879593,1721692695.186534,1552845454.036016
Bosnia and Herzegovina,BOS,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,520499907.496116,552028031.3779079,488001773.9017938,586263549.125083,703965307.4887941,824108235.5132452,820436515.3659849,605567057.4964347,899529279.5542569,894575610.6676944,924484624.4763074,844535112.5438792
Gabon,GAB,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,1901377172.2847846,1987079183.0848026,1786501615.187522,1827989664.148559,1925358696.4430518,1984290340.806219,2563295150.509955,2240396369.561157,2381495843.6754804,2381252100.132395,3352189500.9918647,3343050450.0250225
Turkey,TUR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,109333517.9342845,160214525.33197996,150636027.79381385,167980051.90359592,190263326.05692506,172792895.1705472,177018790.1664374,168219484.20839185,175556526.38992825,220582397.55833632,199832777.4432354,182421218.74229363
Burundi,BUR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,38977821.83190627,32283862.710317325,46870946.45817711,36372314.80741718,45637268.87357473,40287204.19846591,43492325.21440167,49848411.07280185,49070488.33892049,45420096.44758084,47219273.54203647,54349423.329715066
Niger,NIG,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,110013512.03214836,116825165.48252857,115490589.43873067,171299996.58924317,156489545.2287348,173223288.97935504,188702846.9648314,193426873.43135598,207134431.5680988,220831920.26436412,187782304.55567655,
Mauritania,MAU,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,97173911.94795801,102284920.41461226,106324071.87445466,104465653.82424562,97506876.24457495,98910447.92679729,89673364.32513145,131374145.27168818,100363766.25695245,131004085.28091407,128995635.03958607,134499287.0284856
Fiji,FIJ,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,25527165.823404476,31735995.89245158,31590475.618133273,40525387.92784774,42157689.66839469,38530127.36082003,42509320.20276016,44106141.823087975,49654564.841581695,44112454.039519966,42819240.87724644,44044089.9672655
Guinea-Bissau,GUI,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,79051050.48593359,85577018.49688384,99594917.15403357,96580274.63782288,123693718.26575114,111426966.00049283,131147110.63537012,125539527.45460284,139899037.06484276,121883401.2159003,153044504.26444143,127043997.24949883
Bhutan,BHU,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,70305169.95333822,71200191.20793252,66781405.14961251,79623527.74617504,94496782.95286591,74098394.68776907,77403634.2011219,90991239.48964791,117881944.79658858,110755196.62952614,115007866.22102183,104788581.20471232
Dominica,DOM,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,1353356883.8654358,,1280398409.2084959,1207630340.0378902,1460932594.9563806,1334733665.3741095,1922093107.2420003,1676092521.7093904,1627277731.2273574,2011995261.0695324,1879463045.0747294,1796011487.3269336
Jamaica,JAM,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,474178417.88949096,547145417.8624061,582651133.307341,694325241.4262018,740987916.8157425,643555322.5235326,559278303.58629,823751363.764181,649038279.1682166,810603000.5440863,647645145.2836517,793013705.4122072
"Congo, Rep.",CON,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,,411236571.94823194,428003431.36897457,490199652.07792544,574314375.2140685,478242388.1138387,610850171.1876354,473224420.3288338,587336164.1075172,698073617.510857,608424600.9730434,689191730.8181356
Montenegro,MON,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,294967855.2057997,304915338.01479083,341605440.01782334,291101421.5712503,279456205.2600979,336555328.5320512,289620705.3363902,326138587.45579565,326254084.73189074,366781864.91031355,334252695.388282,332408751.4363524
St. Lucia,ST.,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,167757515.97136718,198700908.45167848,161343055.20021737,159520007.47503948,182980624.12690812,195957363.7105452,238814250.94908842,219269241.68342075,203606214.34809193,252319019.2271998,238482922.08676192,212631683.1112891
Uzbekistan,UZB,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,58735771.859304965,62852429.30457634,79179071.11568634,66448037.24946984,70971451.76481773,86471122.26939079,89156336.60322642,93905221.60493903,102794246.1034373,100762844.13142504,89772032.79440305,108711890.88371138
Afghanistan,AFG,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,329208790.57984453,314237111.87815017,286284013.8516943,351925220.1501363,299410033.9236668,446018397.7684199,360137620.0050561,440837192.1625044,396928970.0326884,448158330.14240766,468513390.6439896,415341586.5828493
Mongolia,MON,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,1095051723.9738836,1446329178.340812,1501081157.8898242,1522214223.2774372,1628705076.8651183,1422843926.9089735,1532498283.8786943,1720479805.8626268,1754305096.7031531,1948056300.9081278,1893684606.305715,2159634816.9775376
Comoros,COM,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,23515480.877081666,33324753.681033123,33513017.851052843,34437278.19544734,38175320.96608398,38802106.918802805,33274356.087678935,36850546.656538084,34538051.111654826,35834593.61315919,46579322.589031115,51412549.05389569
Afghanistan,AFG,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,693863196.7179033,606994325.7148308,615441395.9594978,717254856.9315281,630178737.4186522,859191312.6477131,661528557.4344088,989085318.2153324,952008468.823783,782020755.0062432,737904091.1928073,1070440379.8613425
Philippines,PHI,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,1071148279.5983168,1333664869.9771793,1612275437.7903476,1505761909.9436755,1260184094.859443,1907536772.173723,1886708214.2480185,1476455837.6034374,2098748384.7959118,1823216596.7131875,1825447950.0088592,1957198665.6912825
Djibouti,DJI,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,843517704.2809536,954788537.9913014,1055272185.1372553,1201920317.719226,972444864.3710512,1153475809.7632124,1238851381.5284996,1315362927.5025237,1513078022.4563797,1207536300.5947366,1615098507.2620595,1600608679.7628324
Bosnia and Herzegovina,BOS,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,285594259.2367607,280397978.74570763,384907839.6137212,374375523.1675125,,491761634.68464154,437382690.8027688,402536105.0178567,465617201.5552381,516770126.9288295,414214008.8484193,468935042.39996654
Lao PDR,LAO,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,,1623568092.657078,1570800912.1126513,1553325595.4537733,2055782720.2657933,2006998836.4060688,1962852096.0349638,1831394401.2765827,1999227780.8419797,2625574159.984219,2312569794.287994,2276444203.622866
Djibouti,DJI,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,453705487.1569352,413305726.3852821,581045818.911472,651610080.960443,515424883.70121485,556883072.6395673,,667028128.606993,578429017.9602869,655067063.9105574,775677202.7818545,760848284.3968035
Botswana,BOT,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,215582573.60121498,196688057.3280607,223053969.99480307,239527625.80462837,195223732.24980712,248955954.24075672,275685774.2646617,229016955.5006455,304706750.9914837,293246535.171825,346617757.5850006,247792301.77024797
Honduras,HON,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,17186158.659088064,21455337.971564133,18704484.138920937,27839612.94585816,19943873.39786946,28059107.509170096,26760886.16324435,26067982.70050608,23577802.033157863,,31613091.28842058,28821255.962966572
Moldova,MOL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,573539523.4979614,563374289.3729451,,627340462.1930401,795682648.1174111,748157407.1390835,739304062.5540199,910351347.7884701,878804754.6499103,889128157.352668,993637069.7275146,986531326.7640485
Morocco,MOR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,31323600.646947574,25468204.347786907,25233635.122478697,25631139.962644096,33972803.575511746,36840824.53196356,33481068.724246416,39265310.09699815,41225338.91116767,46197635.777750224,33618453.91839078,36882728.39239266
Vanuatu,VAN,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,77204836.9095538,78525875.96798688,60546299.17296514,69876544.87831025,70336367.74803099,70701018.58658841,,89561884.81472045,81019519.02390398,102172706.75823335,106515040.76109041,81393060.44549245
Guinea-Bissau,GUI,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,32182923.52977833,,,32819986.391478427,38053503.55772453,37458140.44073662,44489488.07932776,46615252.94705814,36500713.55621782,37206447.24538928,47393049.66329979,42844232.82690485
Sao Tome and Principe,SAO,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,204326474.49585298,192040123.19957358,220439783.39445585,239679100.31884485,292650071.9705265,268698635.75586605,284739944.8300313,273433305.59581363,267972081.17510882,331585263.89554113,304238922.94344914,377353459.1813504
Mongolia,MON,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,165486299.6012474,169370131.23053196,242252789.40422353,179104941.0263799,265999789.15246564,237346710.78626165,201803638.72659954,251145301.67303976,237148134.64133358,294768150.83597285,311318247.8087471,298663428.38852006
Bulgaria,BUL,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,12727641.426473537,13657208.786129396,15574333.418928562,14533380.712534208,15480383.229882965,13210060.215944365,15760835.239488374,17971198.42998103,15580601.597679604,15648959.12800343,17008739.06353451,17026311.474706464
Eritrea,ERI,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,42631071.22204753,45566327.74109307,43652275.772771835,49007360.07068532,49706429.26160072,57537792.740064755,70882108.92881009,53261350.23035266,71395896.56165606,73049112.36936966,,84924013.9390171
Myanmar,MYA,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,,801726891.5014664,,837861711.3289276,1169907648.4080424,907834530.8998868,,,1102068189.7726095,1521631089.5482707,1450969287.119666,1542931453.385308
Burundi,BUR,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,,64046327.6329072,69305576.47444408,85644494.39573367,79915625.85207544,106517118.59556518,106269672.71142411,116810136.2236928,91745369.4031334,124880599.28867698,105761824.26563464,105524113.69701685
Ethiopia,ETH,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,61210943.40770128,71282692.51427175,60538318.34630391,66586165.95810259,90537901.78710358,71506755.15401112,77881799.77659242,88843112.79301049,94527669.25260073,107490893.65234007,98471615.75617677,115995640.71490543
Somalia,SOM,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,34709603.41059422,30684848.236289952,33775495.55626269,38350476.154218405,40401001.62757886,52104174.25864075,51239843.77829581,57681419.22426119,52308575.38184714,46727740.58690093,50192231.33204619,51691078.70856639
China,CHI,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,444077275.1288412,,449517653.7396708,571986068.9715674,535573730.96806765,548193900.5179282,475999435.36563915,474636441.34005076,723587111.7247354,601070445.0095484,680975819.7565295,562168173.6406054
Ecuador,ECU,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,360149071.8802845,376951465.67925453,317505911.30966884,,403028548.85142374,385387418.6974154,421350829.87366104,455593745.09251374,464273406.0566622,467050946.8136402,486756452.4020738,437015831.3420152
Jordan,JOR,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,3536824.4108438836,2642924.4097476783,4130414.908055388,3150433.243834531,3720161.680851232,4505456.327417033,3630120.9252584246,4196272.755844815,3746913.3596261186,4358401.139997435,4098420.8170718364,4597805.732748875
"Egypt, Arab Rep.",EGY,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,3862833.0239358363,4322533.913058853,3908066.7057799087,4533061.449465917,4680709.465462053,4804529.020062595,5178853.183516243,4601963.473886299,4403193.2763905255,4636192.480740907,5034386.74872779,5846728.312875037
Montenegro,MON,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,,103612241.77532953,112957557.90456314,117202986.43598396,123280344.43680342,127877168.71896483,115589087.73256963,105414906.47975402,137820110.4511798,112932496.86370787,119649834.79711057,121786597.92259528
Sierra Leone,SIE,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,377941242.9811071,370560751.92026776,480142308.18441063,532388291.7948079,616832272.0308152,505456844.80814016,645526859.2121662,551291060.6974957,645510136.9277654,645902800.8551316,527950811.8901412,552301411.8423469
Bosnia and Herzegovina,BOS,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,373883329.06060797,,349392257.11641204,409012459.7571844,360684565.8111815,389892237.9267769,504438520.4733117,411264338.34294593,459916573.16673285,557369484.0902721,540195997.4696171,425127592.83279806
Mexico,MEX,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,166440403.21068013,233039012.1871398,181563895.68302903,189187857.29663604,242150910.92106226,214737671.0734432,207571349.83064485,260151422.15088415,237955306.2818707,249140345.6328829,247758042.486345,
Papua New Guinea,PAP,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,1367687011.9186666,1475134799.4646084,1539841265.2924151,1598695076.105136,1608142479.1638067,1948468828.4571376,2252856551.9261246,1860922861.841108,1829142759.6709185,2459236397.7835445,2457287011.1872997,2714281350.4021983
Mauritius,MAU,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,1464131944.198611,1549176186.4499369,1525569437.4375827,1814592591.447899,1477928691.4905279,1627786139.9266527,1974789086.6901479,1840404590.419267,2212120370.6367207,1860676758.88154,1943649048.8630261,2448727885.8213596
Angola,ANG,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,53540125.36539773,44698523.87165345,56045403.62113352,59284920.766577624,57529436.11188616,67647143.09527653,75441554.5795672,78108246.16532166,67857167.72256117,60599531.669438094,88545263.4075483,87023058.9051858
Albania,ALB,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,192146639.10771167,202434393.95326406,293813572.5024578,256847101.75554058,241540986.97425187,298350471.42087054,340762547.0974822,283072834.1299975,347486500.21979856,286138420.733724,291226568.86137307,371291011.4309256
Belize,BEL,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,49509168.4300895,58179474.91149617,74448392.49396084,60260483.57422285,74596816.41696268,67893981.57323287,64136514.248827636,74186113.58957013,102152851.56818667,99602981.23896705,,94550657.09751916
Cote d'Ivoire,COT,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,313382392.8358373,252198278.0032763,288497635.68665195,342354296.716855,423081464.25786877,356034141.70137703,376607726.6872223,437926872.1167415,435593168.2886029,398326896.06398696,432117649.32770926,410753303.300342
Guatemala,GUA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,498116951.0013955,569972458.1774818,586225872.8075268,587453263.472152,697329129.0134737,616250776.8038079,534534526.39716727,742961585.8744503,613450209.1549512,783614221.202289,863116639.6096833,813375135.3493675
Mexico,MEX,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,442297272.6411826,394771826.82267284,478702878.2298996,459658567.3168427,522719109.25182754,578025487.5137357,603987546.9384052,544350607.5161138,,522534495.2375831,700432657.838707,605965614.9225422
Argentina,ARG,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,96230599.51561649,128783335.31275046,115883019.80224043,115204740.59184597,117741209.22422938,159219755.08833843,143699923.71793973,173773535.7096188,136597755.30625838,158596645.15947923,179952764.06813636,204347340.63808507
Papua New Guinea,PAP,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,1293878928.8028698,1345229796.4161685,1670329795.2416139,1796416188.3609738,1778258089.3277562,1941074532.8890953,1693584967.7822115,2000088899.0751932,2223461582.180177,2107604916.3603766,2401419200.8841157,2270075991.067526
Morocco,MOR,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,68360602.71970865,97607779.99139632,71648018.78814986,107931553.05765542,78919914.71171753,112250666.34943458,99972521.25331478,120369332.43442526,109488680.22328912,97778426.58909419,135174319.53685984,104539167.04862212
Mali,MAL,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,38712084.49781645,54852583.552941896,50621188.024117954,65363995.34629805,47752554.156308696,67729189.71159928,61172517.13077777,72418067.88273104,,80226641.94368392,65399920.4516158,86753790.21883585
"Venezuela, RB",VEN,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2511367252.5087147,2234828923.5543942,2115114303.7251294,2567437251.239653,2293529640.0916696,2961427404.0595784,2520712418.4567637,3388832442.1003585,3063794481.5932126,3464655862.0112414,2611870433.3506675,3057629765.1709433
"Venezuela, RB",VEN,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2171712351.8456793,1978299741.0497913,2001717933.3344488,2504734414.022604,2783531416.6021514,2448877931.8414116,2815531957.5019803,2379385083.080886,3451947136.21288,2846473538.2478786,3777034959.7943125,3878303811.273424
Philippines,PHI,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,1419101050.697049,1242182384.5581594,1359273546.8444743,,1280777228.73954,1885193173.8578932,1699874358.3420868,1931002074.5857105,1909517057.0981805,1870507216.791715,1608247447.8054194,
Mongolia,MON,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2082562708.1167781,2348798551.8956857,2930276079.4245334,3141549265.4262075,3338194932.013206,3438326119.6544137,2423959515.9269176,,2794772755.9653406,3165841830.035203,3945743106.133254,4167659293.798437
Cambodia,CAM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,84047144.44956437,87251197.74799223,87706400.55219361,109254559.14841804,86144705.72191834,104807516.70209293,89700454.93965633,93562199.28089464,120577937.98961724,124503534.88563164,144457806.18037015,132667547.22999012
Syrian Arab Republic,SYR,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,396808738.5723167,453535333.3585882,458162939.7776024,410930805.5071363,472581323.72512186,,418724286.90741915,436950651.59916836,557325272.562509,,516597234.3199671,662673843.4185203
Mongolia,MON,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2295613717.4641604,2026779934.7772968,2766745353.6038113,2558730896.712558,2535017327.552148,2327752425.8098407,3286615150.546934,3556051829.039559,3116768851.190782,3456102656.7642026,3106054327.595282,3777990073.040237
Kosovo,KOS,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,87247850.83435112,99396847.87325992,139531778.0714879,146275052.77812195,136019492.55423966,153704217.88567704,122879846.96819893,171299432.64773837,128077783.37749359,130072992.29282585,135268249.4766104,170278680.34972227
Kosovo,KOS,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,589312616.7403712,578202872.4914143,627336906.0558815,727216061.4985712,745397248.9668915,732913755.281194,723377964.3868078,955239297.6565259,1072342750.0372182,1031777634.7549124,882205315.3906443,
Myanmar,MYA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,286516562.8723559,280059072.00597596,275435040.3040215,360982313.37070316,324531046.500662,425380677.64059716,406127965.65629125,417749158.6916122,,346952307.8665042,514383895.25198066,476420407.5649582
Peru,PER,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,1547001831.6309326,1548838819.152956,1501028653.0673413,1643152043.7268968,1763331174.5126688,1532479970.954591,1987430606.4724958,,1877995095.5090752,2131133822.054918,2233970839.9439025,2245367678.058699
Zambia,ZAM,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,405285236.3570795,372180892.53766334,424647724.5998429,431904847.8920011,440451478.65475893,409907483.3396373,515572810.0529211,484605237.3223967,580928131.948628,524430311.7353137,568703981.5491682,496096500.15853363
Eritrea,ERI,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,167583916.33352175,133949158.8618302,,174956491.21393698,165415787.11939114,147686148.02796158,197956728.54221025,154218289.45425504,225992738.68064153,174406642.6889256,,189661844.73233554
Cambodia,CAM,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,24203032.680893835,24910250.437225044,26051538.84226851,32305992.48861954,30060358.283805758,32878515.50530136,43348626.30853301,40420323.019298404,46050316.10957022,34652370.66717037,39855760.425095275,44168196.60239305
Argentina,ARG,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,307777932.79407585,,314658672.41605663,474978233.79506147,360162048.6294251,456441082.1450407,418973107.71285146,488682422.6205695,526075911.8429088,581509216.4501525,469052531.59659463,441758238.29271406
Albania,ALB,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,120859513.87988299,129752515.88284051,,122304355.43000852,133767695.53592168,163109700.83539453,123904594.52048083,135164950.63004214,135529543.4695196,140008062.55160916,202659598.664933,
